customer_id,country,segment,product_tier,open_date,dob,digital_adoption_score,acquisition_channel
7013,US,Consumer,Green,2025-04-16,1986-08-12,80,Partner
7014,US,Consumer,Green,2025-10-20,1991-09-27,90,Direct
7015,US,Consumer,Gold,2023-10-04,1989-12-16,68,Online
7016,IN,Consumer,Blue,2020-01-28,1972-09-16,69,Online
7017,US,Consumer,Gold,1990-07-11,2007-12-18,0,Online
7018,US,Consumer,CoBrand,2019-09-27,1983-03-07,50,Partner
7019,US,Consumer,Green,2019-07-03,1986-09-03,61,Referral
7020,US,Consumer,BusinessGold,2019-03-15,1989-07-06,76,Referral
7021,SG,SMB,Gold,2017-03-27,1986-09-28,79,Branch
7022,AU,Consumer,Platinum,2011-02-05,1976-05-27,47,Direct
7023,US,Consumer,BusinessGold,2017-04-05,1969-05-16,63,Online
7024,US,Consumer,Gold,2010-11-22,1965-03-04,61,Online
7025,US,SMB,Green,2023-11-08,1983-06-05,77,Online
7026,US,Consumer,Green,2025-02-15,1973-07-03,91,Online
7027,US,Consumer,Blue,2023-10-28,1981-02-24,78,Branch
7028,US,Consumer,Gold,2022-12-08,1971-01-26,68,Online
7029,US,Consumer,Gold,2022-09-22,1965-02-27,77,Partner
7030,DE,Consumer,Gold,2023-05-07,1971-03-25,82,Partner
7031,US,SMB,CoBrand,1997-12-23,1992-04-23,35,Direct
7032,US,Consumer,Gold,2018-09-20,2005-04-07,44,Online
7033,US,Consumer,Gold,2015-03-28,2002-04-11,74,Direct
7034,US,Consumer,Blue,2009-09-15,1984-01-03,60,Direct
7035,US,Consumer,CoBrand,2022-05-28,1997-06-04,65,Online
7036,US,Consumer,Blue,2013-01-23,1972-07-06,70,Direct
7037,US,SMB,Blue,2022-10-23,1972-02-15,79,Online
7038,US,SMB,BusinessGold,2019-02-10,1976-08-16,65,Partner
7039,UK,Consumer,Blue,2014-01-20,1986-01-18,86,Branch
7040,FR,Consumer,Blue,2023-01-15,1974-04-18,97,Online
7041,US,Consumer,CoBrand,2010-11-24,1972-04-04,58,Online
7042,US,SMB,CoBrand,1992-07-16,1979-01-06,15,Online
7043,US,Consumer,CoBrand,2023-02-01,2002-10-14,61,Referral
7044,US,Consumer,Platinum,1994-12-07,2000-06-05,22,Online
7045,IN,Consumer,Gold,2024-04-13,1970-05-10,84,Partner
7046,IN,Consumer,Blue,2018-03-28,1977-02-18,86,Online
7047,US,Consumer,Green,2019-01-26,1983-05-20,49,Partner
7048,US,Consumer,Gold,2023-03-05,1992-08-05,82,Referral
7049,US,Consumer,Gold,2025-10-14,1976-07-09,79,Online
7050,US,Consumer,Blue,2015-02-02,1975-08-22,60,Online
7051,AU,Consumer,Gold,2017-05-27,1991-04-25,91,Partner
7052,US,Consumer,Blue,2010-05-18,1983-10-27,63,Direct
7053,US,Consumer,BusinessPlatinum,2008-01-19,1985-09-14,59,Online
7054,US,Consumer,Gold,2025-07-11,1980-01-27,91,Direct
7055,US,Consumer,CoBrand,2018-02-18,1989-02-08,69,Partner
7056,US,SMB,Blue,2010-12-02,1975-07-13,45,Online
7057,UK,Consumer,Green,2021-07-04,1985-11-10,83,Branch
7058,US,Consumer,CoBrand,1993-11-15,1993-02-15,17,Partner
7059,US,Consumer,Gold,2023-03-02,1994-05-25,90,Online
7060,US,SMB,CoBrand,2022-06-02,1998-07-20,90,Online
7061,US,Consumer,BusinessGold,2016-09-13,1957-10-02,81,Online
7062,US,Consumer,BusinessGold,2022-12-03,1979-07-06,86,Online
7063,US,Consumer,Green,2025-07-04,1973-01-06,60,Referral
7064,US,Consumer,Green,2020-04-04,2004-12-19,46,Online
7065,US,Consumer,Blue,2018-03-09,1983-05-21,71,Online
7066,CA,Consumer,Gold,2012-02-24,1979-11-17,60,Direct
7067,US,Consumer,Gold,2018-04-13,1994-07-08,73,Online
7068,IN,SMB,Gold,2020-02-09,1991-08-28,64,Direct
7069,US,SMB,Blue,2019-11-06,1979-12-18,69,Online
7070,US,Consumer,CoBrand,2019-03-27,1963-05-22,66,Partner
7071,US,Consumer,BusinessGold,1991-02-02,1969-05-26,20,Online
7072,US,Corporate,Gold,2010-11-23,1965-08-24,35,Partner
7073,US,Consumer,Gold,2023-12-10,1993-03-10,71,Direct
7074,US,Consumer,Blue,2025-04-08,1975-12-10,77,Direct
7075,CA,Consumer,CoBrand,2020-08-23,1977-03-19,67,Online
7076,US,Consumer,Blue,2020-05-25,1998-11-03,76,Referral
7077,US,Consumer,Gold,2014-07-23,1974-07-18,81,Partner
7078,JP,Consumer,Blue,2013-04-15,1976-10-16,72,Partner
7079,US,SMB,Gold,2011-11-02,1979-11-06,61,Online
7080,IN,Consumer,Platinum,2011-08-06,1989-09-05,50,Branch
7081,CA,Consumer,Blue,2020-04-28,1995-11-17,44,Branch
7082,MX,Consumer,Platinum,2025-08-20,1972-02-28,86,Branch
7083,CA,Consumer,Gold,2013-06-15,1988-03-24,64,Branch
7084,US,SMB,Platinum,2016-12-07,1970-03-05,73,Online
7085,US,Corporate,CoBrand,2001-10-27,1973-02-16,47,Branch
7086,US,Consumer,Blue,2018-03-25,1999-03-27,54,Online
7087,US,Consumer,Gold,2022-09-19,1979-02-07,68,Direct
7088,US,Consumer,Platinum,2023-03-21,1972-05-03,63,Direct
7089,US,Consumer,BusinessPlatinum,2012-11-08,1989-09-12,56,Direct
7090,US,SMB,Green,2022-04-01,1983-02-22,84,Branch
7091,US,Consumer,Green,2023-09-11,1987-03-26,94,Direct
7092,US,Corporate,Gold,2025-07-18,1962-12-25,100,Partner
7093,MX,SMB,Gold,2004-06-09,1972-08-18,44,Direct
7094,US,Consumer,Green,2004-04-22,1979-05-09,34,Partner
7095,US,Consumer,Gold,2024-11-11,1979-04-20,100,Online
7096,US,Consumer,CoBrand,1994-02-25,1998-03-27,38,Online
7097,US,Consumer,Gold,2010-10-13,1978-04-22,49,Online
7098,US,Consumer,Gold,1990-06-02,1984-06-17,37,Branch
7099,US,Consumer,Platinum,2014-03-09,1964-06-15,78,Online
7100,US,SMB,CoBrand,2024-05-17,1992-03-19,55,Direct
7101,US,Corporate,Green,2014-08-07,1978-07-21,71,Online
7102,US,Consumer,Green,2022-09-02,1989-03-16,81,Partner
7103,US,Consumer,Blue,2014-04-18,1976-08-12,31,Partner
7104,US,SMB,Blue,2001-01-18,1982-12-04,38,Online
7105,US,SMB,Green,2021-12-27,1983-09-12,73,Online
7106,US,Consumer,Gold,2023-02-07,1970-09-03,93,Referral
7107,US,Consumer,Gold,2021-10-27,1978-01-16,64,Partner
7108,US,Consumer,Blue,2024-03-18,1999-10-01,60,Partner
7109,US,Consumer,CoBrand,2025-03-27,2001-08-27,83,Partner
7110,US,Consumer,BusinessGold,2016-01-07,1979-02-15,66,Referral
7111,IN,Consumer,BusinessPlatinum,2024-11-28,1970-03-14,80,Online
7112,US,SMB,Green,2024-05-12,2002-08-06,50,Online
7113,US,Consumer,Green,2023-12-02,2003-03-17,69,Online
7114,US,SMB,CoBrand,2020-12-15,1986-07-26,77,Online
7115,CA,SMB,Blue,2024-09-02,1984-03-13,78,Online
7116,DE,Consumer,BusinessPlatinum,2021-12-18,1963-06-01,87,Online
7117,US,SMB,BusinessPlatinum,2020-09-18,1999-01-28,76,Direct
7118,US,Consumer,Blue,2013-05-06,1968-01-17,52,Partner
7119,US,Consumer,Green,2019-08-16,1988-06-08,68,Online
7120,US,Consumer,BusinessGold,2021-07-08,1983-04-23,46,Partner
7121,US,Consumer,Green,2025-02-19,1998-07-08,59,Branch
7122,US,SMB,Blue,2025-02-17,2006-04-04,74,Direct
7123,IN,Consumer,Blue,2025-08-27,1958-05-24,82,Online
7124,UK,Consumer,Blue,2025-02-18,1993-03-02,79,Partner
7125,US,Consumer,Blue,2024-05-22,1970-09-13,59,Online
7126,JP,Consumer,Blue,2012-01-16,1999-10-14,45,Online
7127,US,SMB,Blue,2005-08-15,1998-05-25,43,Direct
7128,US,Consumer,Gold,2005-09-28,2004-06-13,59,Partner
7129,UK,Consumer,BusinessPlatinum,2022-07-25,1979-02-03,92,Online
7130,US,Consumer,BusinessGold,2008-10-04,1986-05-15,52,Partner
7131,US,SMB,Green,2024-01-23,1976-03-18,91,Branch
7132,US,Consumer,Blue,2014-08-05,1984-09-16,40,Direct
7133,US,SMB,CoBrand,2019-09-28,1980-09-10,72,Direct
7134,US,Consumer,CoBrand,2015-07-02,1989-11-20,64,Online
7135,US,Consumer,Green,2021-01-19,1986-02-03,63,Direct
7136,US,SMB,Gold,2024-09-26,1981-02-05,71,Partner
7137,US,Corporate,CoBrand,2025-02-11,1977-05-13,97,Direct
7138,US,SMB,Blue,2021-10-16,1986-01-11,81,Partner
7139,US,SMB,Blue,2023-01-18,1969-06-23,96,Online
7140,US,Consumer,CoBrand,2005-01-27,1995-07-01,47,Online
7141,US,Consumer,Gold,2018-01-24,1994-03-14,100,Direct
7142,US,Consumer,Gold,2025-09-15,1992-01-19,73,Online
7143,US,Consumer,Platinum,2024-11-25,1971-08-05,70,Branch
7144,US,SMB,BusinessGold,2021-12-24,2000-10-02,52,Branch
7145,UK,Corporate,Platinum,2020-03-18,1970-11-28,71,Partner
7146,US,Consumer,Gold,2017-06-03,1962-12-04,67,Partner
7147,US,SMB,Gold,2020-01-23,1993-09-27,86,Branch
7148,US,SMB,CoBrand,2019-11-16,1989-09-25,67,Online
7149,US,Consumer,Blue,2023-07-16,1960-06-03,73,Branch
7150,US,SMB,BusinessGold,2016-02-06,1995-04-06,52,Partner
7151,US,Corporate,Blue,2016-01-09,1982-07-15,72,Branch
7152,US,Consumer,Gold,2020-01-13,1998-05-04,68,Branch
7153,JP,Consumer,Blue,2025-10-07,1988-01-19,72,Direct
7154,US,Consumer,Gold,2023-02-09,2007-07-04,79,Branch
7155,CA,SMB,CoBrand,2024-06-12,1988-11-07,76,Partner
7156,US,Consumer,Gold,2000-09-21,1987-10-27,58,Online
7157,UK,Consumer,Green,2023-01-10,1980-06-22,82,Partner
7158,IN,Consumer,Blue,1994-06-16,1978-09-04,29,Partner
7159,US,SMB,Green,2018-01-07,1986-12-17,66,Online
7160,US,Consumer,Platinum,2000-02-16,1989-06-20,32,Online
7161,US,SMB,CoBrand,2010-02-22,1994-06-05,62,Direct
7162,US,Consumer,Green,2022-01-15,1986-01-08,72,Online
7163,US,Consumer,Gold,2014-12-02,1988-01-19,39,Online
7164,CA,Consumer,CoBrand,2025-04-26,1987-12-26,62,Online
7165,FR,SMB,Blue,2019-08-04,1970-11-22,91,Partner
7166,US,Consumer,Green,2024-07-19,1989-09-27,71,Referral
7167,US,Consumer,Green,2021-11-04,1972-01-18,79,Online
7168,US,Consumer,BusinessGold,2019-08-26,1969-11-14,54,Referral
7169,US,Consumer,Green,2025-12-10,1971-05-11,82,Direct
7170,US,Consumer,Gold,2024-01-21,1987-08-19,75,Partner
7171,US,Consumer,Gold,2019-03-23,2007-12-10,62,Partner
7172,US,Consumer,CoBrand,2004-09-24,1991-06-01,45,Online
7173,US,SMB,Blue,2022-10-05,1976-08-10,98,Referral
7174,US,Consumer,Platinum,2025-11-28,1952-04-26,72,Direct
7175,US,Corporate,Gold,2025-11-01,1980-06-26,78,Online
7176,US,Consumer,Green,2006-10-14,1997-01-04,56,Online
7177,US,Consumer,Green,2024-09-10,2005-09-20,77,Partner
7178,AU,Consumer,CoBrand,2021-07-25,1973-03-20,85,Partner
7179,FR,SMB,Gold,2022-08-07,1983-07-05,56,Direct
7180,US,Consumer,CoBrand,2009-08-19,1998-03-28,46,Direct
7181,US,SMB,BusinessGold,2020-02-04,1986-03-24,80,Online
7182,US,Consumer,Green,2020-08-25,1984-07-18,82,Online
7183,US,Consumer,CoBrand,2016-04-06,1971-09-14,64,Online
7184,US,Consumer,Blue,2023-06-27,1990-12-09,98,Partner
7185,US,Consumer,Green,2014-07-09,1996-05-12,51,Online
7186,US,Consumer,Green,2025-10-24,1972-09-07,94,Online
7187,US,Consumer,Gold,2022-12-12,1974-08-21,70,Referral
7188,US,Consumer,Gold,2017-08-25,2007-10-13,50,Partner
7189,US,SMB,Blue,2014-09-11,1987-04-04,58,Referral
7190,US,Consumer,Gold,2021-11-12,1973-02-27,76,Branch
7191,US,SMB,Green,2024-08-26,1990-11-12,53,Direct
7192,US,Consumer,BusinessGold,2024-12-02,2000-11-16,67,Online
7193,US,Consumer,BusinessPlatinum,2005-12-22,1982-06-23,41,Online
7194,US,SMB,Blue,2021-11-20,1975-07-28,76,Online
7195,CA,Consumer,BusinessPlatinum,2024-08-08,1996-08-05,76,Online
7196,IN,Consumer,Blue,2019-02-11,1983-11-11,59,Branch
7197,US,SMB,CoBrand,2025-09-23,1991-10-26,58,Partner
7198,UK,Consumer,Green,2021-06-07,1998-09-06,50,Online
7199,US,Corporate,Gold,2015-04-06,1968-07-14,80,Partner
7200,US,Consumer,Green,2016-02-13,1975-05-01,76,Direct
7201,US,Consumer,BusinessGold,2019-07-26,2007-01-13,87,Partner
7202,US,SMB,Green,2023-05-14,1988-01-25,78,Online
7203,US,SMB,Blue,2021-02-28,1964-11-11,85,Direct
7204,SG,SMB,Gold,2018-07-03,1979-08-08,73,Direct
7205,US,Consumer,BusinessGold,2015-10-02,1983-07-04,72,Branch
7206,US,Corporate,Gold,2019-08-08,2002-01-23,92,Branch
7207,US,Consumer,Platinum,2002-04-15,1993-07-16,31,Direct
7208,US,Consumer,Green,2023-12-22,1986-07-01,80,Online
7209,US,SMB,BusinessGold,2022-09-04,1991-09-22,85,Direct
7210,US,SMB,Green,2025-08-16,2003-11-24,85,Direct
7211,US,Consumer,Blue,2022-02-25,1994-08-20,68,Direct
7212,CA,Consumer,BusinessGold,2020-11-01,1974-02-28,100,Online
7213,US,SMB,Green,2021-02-03,2003-12-21,78,Branch
7214,US,SMB,Gold,2017-10-15,1980-02-04,54,Referral
7215,CA,Consumer,Platinum,2025-04-03,1987-10-09,62,Online
7216,US,Consumer,Green,2012-07-15,1985-11-20,71,Partner
7217,US,SMB,CoBrand,2018-12-04,1996-02-24,61,Online
7218,US,SMB,BusinessGold,2023-12-11,1978-04-11,64,Online
7219,US,Consumer,Gold,2023-09-06,1964-10-06,88,Partner
7220,US,Consumer,Gold,2023-07-06,1991-08-12,100,Direct
7221,US,SMB,Blue,2008-04-05,1985-01-14,60,Direct
7222,US,SMB,Blue,2023-08-25,1961-01-21,85,Branch
7223,US,Consumer,Gold,2022-05-08,1987-03-21,83,Branch
7224,US,Consumer,Blue,2023-03-24,1988-12-13,68,Direct
7225,US,Consumer,CoBrand,2021-09-18,1989-10-11,63,Online
7226,US,SMB,Gold,2024-10-20,1994-10-13,77,Online
7227,US,SMB,Green,1995-07-22,1997-06-08,2,Direct
7228,US,Consumer,Green,2024-12-19,1989-02-16,83,Online
7229,US,SMB,Gold,2025-03-03,1997-07-01,61,Online
7230,SG,Consumer,Green,2013-02-12,1990-10-14,56,Online
7231,US,Consumer,Green,2021-01-12,1979-04-12,70,Online
7232,US,SMB,CoBrand,2020-02-25,1989-08-28,71,Partner
7233,US,SMB,Gold,2022-03-20,1978-12-10,86,Partner
7234,US,Consumer,Blue,2020-10-12,2001-11-19,77,Referral
7235,US,SMB,Blue,2020-07-17,1974-07-03,70,Direct
7236,CA,Consumer,Green,2024-05-24,1978-06-14,78,Online
7237,US,Consumer,Green,2020-03-15,1986-01-23,95,Partner
7238,US,Consumer,Gold,2024-05-07,1972-10-28,75,Partner
7239,US,Consumer,Blue,2014-10-15,1983-12-19,53,Direct
7240,UK,Consumer,BusinessGold,2020-02-13,1982-10-09,77,Online
7241,US,Consumer,Gold,2020-01-17,1984-06-20,64,Direct
7242,US,Consumer,Platinum,2023-02-15,1994-03-15,100,Online
7243,US,Consumer,Green,2023-09-01,2001-09-06,66,Online
7244,MX,Consumer,CoBrand,2024-07-13,1966-02-20,78,Referral
7245,US,Consumer,Gold,2019-07-23,1974-06-18,67,Branch
7246,SG,Consumer,Gold,2022-01-24,1973-06-27,72,Online
7247,UK,Consumer,Green,2025-08-19,1959-11-04,93,Direct
7248,US,Consumer,BusinessPlatinum,2021-06-25,2007-04-02,68,Direct
7249,CA,Consumer,Gold,2023-05-01,1988-09-21,60,Online
7250,US,Consumer,Blue,2024-01-18,1990-10-26,87,Online
7251,US,Consumer,Blue,2020-11-12,1976-09-11,72,Direct
7252,US,Consumer,Blue,2020-01-25,1988-02-14,54,Direct
7253,UK,Corporate,CoBrand,2018-01-02,1997-09-16,54,Online
7254,US,Consumer,CoBrand,2008-11-08,2003-08-03,71,Direct
7255,US,Corporate,Blue,2009-11-07,1981-07-12,52,Branch
7256,US,SMB,BusinessGold,2025-07-08,1997-10-22,81,Online
7257,US,Corporate,CoBrand,2017-03-10,1988-02-06,58,Direct
7258,DE,SMB,Platinum,2025-08-21,1990-07-04,57,Direct
7259,US,SMB,Platinum,2025-06-07,1977-02-07,73,Partner
7260,US,Consumer,Blue,2025-06-05,1988-09-05,88,Online
7261,UK,Consumer,Gold,2024-11-22,1992-06-12,64,Partner
7262,MX,Consumer,Gold,1994-10-27,1985-11-03,35,Online
7263,US,Consumer,Gold,2017-06-08,1984-03-04,67,Branch
7264,US,Consumer,Gold,2013-09-04,1980-08-05,67,Online
7265,US,Consumer,CoBrand,2009-04-14,1970-10-28,59,Referral
7266,US,Consumer,BusinessPlatinum,2010-05-08,2001-11-21,52,Direct
7267,US,SMB,Green,2023-04-21,1998-05-03,71,Referral
7268,US,SMB,Gold,2013-07-08,1982-11-28,52,Partner
7269,DE,Consumer,Green,2018-09-08,1999-09-04,72,Online
7270,US,SMB,Gold,2021-01-08,1986-01-21,65,Branch
7271,UK,Consumer,Green,2023-02-02,1989-11-16,78,Online
7272,DE,Consumer,Platinum,2025-12-05,1983-10-08,82,Direct
7273,US,Consumer,BusinessPlatinum,2020-11-08,2007-09-15,73,Branch
7274,US,Consumer,Green,2022-01-15,2000-07-05,50,Online
7275,US,Consumer,Gold,2023-03-05,1988-05-05,86,Branch
7276,US,SMB,Gold,2020-04-10,1989-05-17,68,Direct
7277,US,Consumer,BusinessGold,2023-03-02,1981-10-22,91,Partner
7278,US,Consumer,Gold,2023-09-14,1976-11-26,78,Online
7279,US,Consumer,BusinessGold,2004-06-26,1986-01-13,54,Partner
7280,US,SMB,Green,2024-05-03,1970-05-07,74,Online
7281,US,Consumer,Blue,2017-05-14,2001-02-14,74,Online
7282,US,Consumer,BusinessPlatinum,2013-08-12,1989-09-06,54,Online
7283,US,Consumer,BusinessPlatinum,2022-02-18,1992-07-21,59,Referral
7284,US,Consumer,Platinum,2020-08-12,1979-08-09,78,Partner
7285,FR,Consumer,Green,2025-08-26,1974-03-24,71,Direct
7286,DE,Corporate,Green,2019-04-27,1975-07-23,81,Partner
7287,CA,Consumer,Green,2014-01-10,1968-07-23,74,Online
7288,US,SMB,CoBrand,2012-01-10,1974-04-16,73,Partner
7289,US,SMB,Blue,2010-12-18,1988-06-03,77,Direct
7290,US,Consumer,BusinessGold,2025-02-06,1991-08-14,78,Referral
7291,US,SMB,Gold,1993-03-09,1974-12-18,9,Branch
7292,US,Consumer,Gold,2025-09-10,1983-10-19,100,Online
7293,MX,Consumer,CoBrand,2013-09-25,1987-11-26,84,Partner
7294,US,Consumer,Platinum,2018-01-17,1988-02-24,51,Online
7295,US,Consumer,Blue,2021-11-06,1990-04-24,99,Online
7296,SG,Consumer,Green,2022-07-24,2007-04-16,82,Online
7297,US,Consumer,Green,2024-02-12,2000-04-24,75,Direct
7298,US,SMB,Green,2024-09-20,1984-01-02,90,Online
7299,DE,Consumer,CoBrand,2017-12-19,1998-02-03,60,Online
7300,US,Consumer,Green,2020-08-24,1998-01-05,60,Online
7301,US,SMB,CoBrand,2020-08-02,1974-08-06,68,Online
7302,US,Consumer,Platinum,2023-06-07,1985-05-23,83,Direct
7303,UK,Corporate,Gold,2018-07-08,1998-09-20,55,Referral
7304,US,SMB,Gold,2018-05-17,1972-12-27,71,Direct
7305,US,Consumer,Blue,2022-05-18,1990-10-15,85,Online
7306,US,Consumer,Blue,2024-07-18,1966-11-20,64,Online
7307,US,Consumer,Gold,2021-06-04,1987-04-11,65,Online
7308,CA,Consumer,Gold,2000-10-24,1990-11-03,38,Online
7309,US,Corporate,Green,2018-02-10,1984-05-25,64,Online
7310,US,Consumer,Gold,2025-10-09,1960-09-14,100,Branch
7311,US,Consumer,BusinessGold,2018-01-22,1992-10-10,88,Partner
7312,US,Corporate,Blue,2025-06-23,1979-07-08,82,Partner
7313,US,Consumer,BusinessPlatinum,2024-07-17,1972-03-02,88,Online
7314,US,Consumer,Blue,2020-11-08,1974-08-17,65,Online
7315,US,Consumer,Blue,2017-01-21,1974-06-08,39,Referral
7316,US,Consumer,Platinum,2025-02-12,1977-06-03,100,Partner
7317,UK,SMB,Platinum,2017-10-07,1977-10-19,75,Online
7318,AU,Consumer,Blue,2009-03-17,1979-02-04,71,Partner
7319,US,Consumer,Green,2006-03-25,1968-07-27,50,Branch
7320,US,Consumer,Platinum,2013-07-06,1969-12-23,56,Direct
7321,US,Corporate,Blue,2025-06-14,1983-12-13,100,Partner
7322,US,SMB,Platinum,2003-06-10,1967-04-18,45,Direct
7323,US,Consumer,Blue,2019-09-11,1982-03-15,65,Partner
7324,FR,SMB,Green,2025-11-11,1990-12-03,57,Online
7325,US,Consumer,CoBrand,2024-09-01,1996-04-23,77,Online
7326,US,SMB,BusinessGold,2016-03-15,1979-04-27,100,Direct
7327,IN,Corporate,BusinessGold,2018-07-11,1977-11-14,83,Referral
7328,US,Corporate,Platinum,2022-03-22,1984-03-11,62,Direct
7329,US,Consumer,Green,2010-09-04,1971-12-22,55,Partner
7330,US,SMB,Blue,2020-08-27,1968-01-04,55,Direct
7331,US,Consumer,BusinessGold,2024-09-02,1986-03-01,68,Branch
7332,UK,SMB,Green,2013-02-02,1996-04-11,67,Online
7333,US,Consumer,Green,2023-08-18,1984-07-18,89,Online
7334,US,Consumer,Platinum,2021-03-19,1989-09-10,83,Partner
7335,US,SMB,Blue,2014-09-13,1989-01-21,78,Online
7336,DE,Corporate,Gold,2024-11-12,1991-11-21,85,Online
7337,US,SMB,CoBrand,2023-10-11,1982-10-06,75,Online
7338,US,Consumer,CoBrand,2023-05-13,1979-08-22,80,Partner
7339,US,Consumer,Gold,2024-10-12,1978-12-17,69,Branch
7340,DE,Consumer,Green,2023-03-11,1988-05-16,83,Branch
7341,US,Consumer,Green,2022-09-23,1982-06-20,90,Direct
7342,US,Consumer,Gold,2022-03-15,1967-03-26,76,Partner
7343,UK,Consumer,Gold,2007-09-13,1981-08-26,41,Partner
7344,US,Consumer,Gold,2023-01-04,1956-04-12,70,Online
7345,US,Consumer,CoBrand,2021-12-27,1961-06-13,51,Online
7346,US,SMB,Blue,2023-11-22,1991-05-16,84,Online
7347,US,Consumer,Blue,2021-01-06,1947-07-26,84,Online
7348,US,Consumer,BusinessPlatinum,2024-11-17,1978-07-13,75,Branch
7349,US,Consumer,Green,2022-03-06,2007-02-04,69,Direct
7350,US,Consumer,Green,2025-04-07,1991-01-24,100,Partner
7351,US,SMB,Gold,2017-05-28,1976-12-06,62,Direct
7352,US,Corporate,Gold,2020-09-13,1952-06-25,72,Referral
7353,IN,Consumer,BusinessGold,1990-04-08,1987-07-23,13,Online
7354,US,Consumer,Gold,2018-04-04,1972-04-09,70,Partner
7355,US,Corporate,BusinessGold,2025-10-11,2007-05-25,92,Referral
7356,US,Consumer,Green,2024-03-03,1977-01-18,76,Online
7357,US,SMB,BusinessGold,2008-05-16,1997-03-17,33,Online
7358,US,Consumer,Blue,2022-03-12,1976-05-07,58,Branch
7359,US,Consumer,Platinum,2017-04-11,2006-05-02,70,Online
7360,US,Consumer,Blue,2023-01-14,2007-06-20,71,Partner
7361,US,Consumer,Platinum,2021-12-03,1967-06-20,47,Referral
7362,US,Consumer,BusinessGold,2022-07-09,1965-12-05,90,Partner
7363,DE,Consumer,Green,2022-08-05,1983-06-12,76,Direct
7364,MX,Consumer,Blue,2024-09-23,1974-11-21,73,Online
7365,US,Consumer,Gold,2024-12-04,1994-11-16,71,Online
7366,US,Consumer,Gold,2024-07-17,2006-03-28,100,Direct
7367,US,Consumer,Gold,2005-03-07,1973-01-14,44,Online
7368,CA,SMB,BusinessPlatinum,2025-09-17,2001-07-13,85,Online
7369,DE,Consumer,BusinessGold,2014-01-12,1973-12-18,51,Online
7370,FR,SMB,Green,2009-04-01,1989-08-19,57,Partner
7371,US,SMB,CoBrand,2022-02-08,1987-06-12,64,Direct
7372,UK,Corporate,Gold,2014-12-10,1969-03-11,62,Direct
7373,US,Consumer,Platinum,2013-02-23,1975-04-28,52,Online
7374,MX,SMB,Green,2025-08-27,1991-09-28,82,Partner
7375,US,Consumer,CoBrand,2025-11-24,1997-04-01,80,Direct
7376,US,Consumer,BusinessGold,2024-04-04,1967-07-18,83,Direct
7377,US,Consumer,BusinessPlatinum,2010-03-18,1974-08-18,57,Online
7378,IN,Consumer,CoBrand,2019-06-27,1984-01-28,68,Partner
7379,US,Consumer,Gold,2025-11-18,1972-08-13,83,Branch
7380,US,Consumer,Blue,2024-04-01,1981-05-02,81,Partner
7381,US,Consumer,Green,2023-05-23,1970-11-28,62,Online
7382,US,Consumer,Blue,2017-08-14,1985-04-17,56,Online
7383,IN,Consumer,CoBrand,1994-10-20,1995-06-14,26,Online
7384,US,SMB,BusinessGold,2024-05-18,1972-05-08,81,Online
7385,US,SMB,BusinessPlatinum,2024-06-26,1984-02-27,99,Online
7386,CA,SMB,Blue,2023-10-04,1976-11-05,76,Direct
7387,US,SMB,Blue,2021-05-23,1969-10-16,65,Online
7388,US,Consumer,Blue,2025-12-03,1981-08-15,87,Direct
7389,US,Consumer,Green,2021-08-19,1967-09-12,82,Online
7390,US,Consumer,Green,2025-04-27,1962-10-08,100,Online
7391,US,Consumer,BusinessGold,2009-07-28,1986-11-24,49,Partner
7392,US,SMB,Blue,2025-11-12,1988-03-21,59,Partner
7393,US,Consumer,BusinessGold,2024-03-28,2000-08-23,60,Branch
7394,US,Consumer,Blue,2018-01-05,1975-04-01,79,Branch
7395,UK,Consumer,Green,2023-04-23,1989-09-13,75,Direct
7396,DE,SMB,CoBrand,2025-08-21,1980-09-20,54,Online
7397,US,SMB,Gold,2024-12-15,1988-06-27,68,Online
7398,US,Corporate,Blue,2018-02-03,1991-10-22,81,Partner
7399,JP,SMB,Platinum,2020-12-01,1989-09-21,74,Online
7400,US,SMB,Gold,2010-11-19,1984-04-06,26,Online
7401,US,Consumer,Platinum,2005-01-26,1974-08-12,48,Online
7402,US,Consumer,Gold,2023-04-03,1988-02-05,57,Direct
7403,US,Consumer,Blue,2015-03-09,1997-09-15,46,Online
7404,US,SMB,BusinessGold,2016-10-28,1978-01-21,59,Referral
7405,US,Consumer,Blue,2025-04-28,1980-09-26,87,Online
7406,US,Consumer,Platinum,2013-06-02,1986-08-19,63,Branch
7407,IN,Consumer,CoBrand,2021-09-17,1983-11-05,90,Referral
7408,US,Consumer,Platinum,2005-07-13,1982-07-20,56,Direct
7409,US,SMB,Blue,2021-04-14,2007-03-14,88,Partner
7410,US,Consumer,BusinessGold,2010-09-08,1997-08-17,42,Partner
7411,US,Consumer,Gold,2018-12-13,1971-08-20,81,Partner
7412,US,Consumer,Blue,2012-06-07,1975-07-23,62,Branch
7413,US,Corporate,Platinum,2016-06-02,1985-02-02,65,Online
7414,US,Consumer,Green,2010-06-23,1984-10-13,42,Branch
7415,US,Consumer,BusinessGold,2025-06-16,1982-06-07,97,Partner
7416,MX,SMB,Blue,2020-08-03,1989-10-23,71,Partner
7417,US,SMB,BusinessGold,2021-09-27,1974-07-11,69,Direct
7418,UK,Consumer,Blue,2019-11-04,1980-06-03,71,Online
7419,US,Consumer,CoBrand,2007-09-06,1992-04-09,57,Online
